MishearID,TagID
togetter_2549050_001,PHONE_SUPPORT
togetter_2549050_001,MISHEARING
togetter_2549050_001,LAST_NAME
togetter_2549050_001,WORK
togetter_2549050_001,CALL_CENTER
togetter_2549050_001,NEW_EMPLOYEE
togetter_2549050_001,JAPANESE
togetter_2549050_001,PHONE_SUPPORT
togetter_2549050_001,MISHEARING
togetter_2549050_001,LAST_NAME
togetter_2549050_001,WORK
togetter_2549050_001,CALL_CENTER
togetter_2549050_001,NEW_EMPLOYEE
togetter_2549050_001,JAPANESE
togetter_2549050_003,PHONE_SUPPORT
togetter_2549050_003,MISHEARING
togetter_2549050_003,LAST_NAME
togetter_2549050_003,WORK
togetter_2549050_003,CALL_CENTER
togetter_2549050_003,NEW_EMPLOYEE
togetter_2549050_003,JAPANESE
