MishearID,EnvID
ms_office_telephone_001,OFFICE
ms_office_telephone_001,PHONE
ms_office_telephone_001,COMMUNICATION_ENVIRONMENT
ms_office_telephone_001,FIXED_PHONE
ms_office_telephone_002,OFFICE
ms_office_telephone_002,PHONE
ms_office_telephone_002,COMMUNICATION_ENVIRONMENT
ms_office_telephone_002,FIXED_PHONE
ms_office_telephone_003,OFFICE
ms_office_telephone_003,PHONE
ms_office_telephone_003,COMMUNICATION_ENVIRONMENT
ms_office_telephone_003,FIXED_PHONE
ms_office_telephone_004,OFFICE
ms_office_telephone_004,PHONE
ms_office_telephone_004,COMMUNICATION_ENVIRONMENT
ms_office_telephone_004,FIXED_PHONE
