MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
sakamotojidousha_7952_001,入谷（いりや；台東区）,入谷（いりや；足立区),区名を必ず確認,台東区と足立区に同名地名があり、タクシーで誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_002,大山町（おおやまちょう；渋谷区）,大山町（おおやまちょう；板橋区）,区名を必ず確認,渋谷区と板橋区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_003,栄町（さかえちょう；板橋区）,栄町（さかえちょう；練馬区）,区名を必ず確認,板橋区・練馬区・北区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_004,栄町（さかえちょう；板橋区）,栄町（さかえちょう；北区）,区名を必ず確認,板橋区・練馬区・北区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_005,中央（ちゅうおう；大田区）,中央（ちゅうおう；江戸川区）,区名を必ず確認,大田区・江戸川区・中野区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_006,中央（ちゅうおう；大田区）,中央（ちゅうおう；中野区）,区名を必ず確認,大田区・江戸川区・中野区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_007,三田（みた；港区）,三田（みた；目黒区）,区名を必ず確認,港区と目黒区に同名地名があり、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_008,赤羽（あかばね；北区）,赤羽橋（あかばねばし；港区）,発音・表記に注意,北区の赤羽と港区の赤羽橋は発音が似ており、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_009,板橋（いたばし；板橋区）,飯田橋（いいだばし；千代田区）,発音・表記に注意,板橋区の板橋と千代田区の飯田橋は発音が似ており、誤送迎が発生しやすい,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
sakamotojidousha_7952_010,千束（せんぞく；台東区）,洗足（せんぞく；目黒区）,発音・表記に注意,台東区の千束・目黒区の洗足・大田区の北千束／南千束は音が似て誤送迎多発,True,sakamotojidousha_7952,https://sakamotojidousha.jp/7952/,,,日本語,"['地名', '東京23区', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '電話予約', '都市部', 'ノイズ']"
