MishearID,TagID
ameba_kikimachi_001,KIKIMACHIGAI
ameba_kikimachi_001,PHONE
ameba_kikimachi_001,ALPHABET
ameba_kikimachi_002,KIKIMACHIGAI
ameba_kikimachi_002,PHONE
ameba_kikimachi_002,NAME
ameba_kikimachi_003,KIKIMACHIGAI
ameba_kikimachi_003,WORKPLACE
ameba_kikimachi_003,DAILY_LIFE
ameba_kikimachi_004,KIKIMACHIGAI
ameba_kikimachi_004,HOME
ameba_kikimachi_004,CHILD
ameba_kikimachi_005,KIKIMACHIGAI
ameba_kikimachi_005,SCHOOL
ameba_kikimachi_005,CLASS
ameba_kikimachi_007,KIKIMACHIGAI
ameba_kikimachi_007,TV
ameba_kikimachi_007,KATAKANA
ameba_kikimachi_008,KIKIMACHIGAI
ameba_kikimachi_008,VIDEO
ameba_kikimachi_008,HOME
ameba_kikimachi_009,KIKIMACHIGAI
ameba_kikimachi_009,MEDICAL
ameba_kikimachi_009,COMMUNICATION
