MishearID,TagID
www_1101_com_pl_iimatugai_statuses_216901_001,JAPANESE
www_1101_com_pl_iimatugai_statuses_216901_001,MISSTATEMENT
www_1101_com_pl_iimatugai_statuses_216901_001,DAILY_LIFE
www_1101_com_pl_iimatugai_statuses_216901_001,RAILWAY
www_1101_com_pl_iimatugai_statuses_216901_001,ANNOUNCEMENT
www_1101_com_pl_iimatugai_statuses_216901_002,JAPANESE
www_1101_com_pl_iimatugai_statuses_216901_002,MISSTATEMENT
www_1101_com_pl_iimatugai_statuses_216901_002,DAILY_LIFE
www_1101_com_pl_iimatugai_statuses_216901_002,RAILWAY
www_1101_com_pl_iimatugai_statuses_216901_002,ANNOUNCEMENT
